place_i,place_j,shared_users,place_i_users,place_j_users,pci,dir_pci
IMN,LIE,4,2568,748,2.886,5.348
PAK,SOM,12,102573,1345,1.022,8.922
CYP,MNG,7,4285,2244,2.257,3.119
NGA,LBN,108,218728,6368,2.894,16.960
GLP,NOR,12,1022,31294,2.122,0.383
CUB,BGD,39,6315,38564,2.499,1.011
GTM,GIN,7,9361,1066,2.216,6.567
MRT,BTN,3,429,727,5.372,4.127
ISR,GEO,104,10149,4124,16.075,25.218
HKG,LKA,160,42552,7471,8.974,21.416
GUM,HKG,94,3958,42552,7.243,2.209
PRY,NLD,263,39492,191777,3.022,1.371
ESH,NOR,9,555,31294,2.160,0.288
IRL,XKO,19,107364,1164,1.700,16.323
ESH,IDN,18,555,797242,0.856,0.023
PRY,MKD,11,39492,1634,1.369,6.732
MEX,BLZ,397,594386,1549,13.084,256.294
UGA,PER,69,20930,81652,1.669,0.845
GRC,SLE,18,61903,638,2.864,28.213
GHA,DMA,3,56052,246,0.808,12.195
THA,ALA,17,349012,444,1.366,38.288
SLV,BGD,22,19968,38564,0.793,0.570
IRN,BRN,7,14530,1425,1.538,4.912
SWE,SYR,26,59123,1493,2.767,17.415
NGA,DMA,6,218728,246,0.818,24.390
BLZ,GRC,56,1549,61903,5.719,0.905
MAR,GUY,13,35288,442,3.292,29.412
QAT,JEY,11,38118,2019,1.254,5.448
CPV,KGZ,1,948,983,1.036,1.017
LBN,ZAF,142,6368,180112,4.193,0.788
GRL,SLE,3,447,638,5.618,4.702
BLR,ZAF,51,4614,180112,1.769,0.283
LKA,ARM,28,7471,1505,8.350,18.605
HTI,PRT,34,2693,114156,1.939,0.298
ATG,BRA,52,1084,1284039,1.394,0.040
SEN,DZA,31,3434,21587,3.601,1.436
XNC,JOR,18,3582,27790,1.804,0.648
TUR,MNG,82,717647,2244,2.043,36.542
MEX,RUS,1654,594386,136230,5.813,12.141
MYT,DJI,1,123,151,7.338,6.623
MNG,GIN,1,2244,1066,0.647,0.938
VEN,NZL,78,71139,29647,1.698,2.631
CHE,ALB,114,76384,1755,9.846,64.957
XNC,IRN,21,3582,14530,2.911,1.445
QAT,KAZ,31,38118,3178,2.817,9.755
AUT,KWT,1286,61352,110415,15.625,11.647
NAM,SYR,3,2871,1493,1.449,2.009
LUX,ATG,3,8446,1084,0.991,2.768
MNG,DEU,142,2244,273307,5.734,0.520
GHA,LBN,46,56052,6368,2.435,7.224
BGD,CYP,27,38564,4285,2.100,6.301
PRK,IND,41,450,869366,2.073,0.047
MAR,SSD,29,35288,1682,3.764,17.241
SGP,AUS,7057,75983,179728,60.388,39.265
KGZ,PYF,4,983,766,4.610,5.222
KEN,CHN,544,62817,150889,5.588,3.605
HRV,NIC,32,9250,3841,5.369,8.331
EST,ECU,41,7914,61055,1.865,0.672
DOM,PRY,290,46940,39492,6.736,7.343
GUF,VNM,8,303,47073,2.118,0.170
DOM,SVN,31,46940,3390,2.457,9.145
KAZ,KGZ,154,3178,983,87.130,156.663
CPV,MTQ,10,948,991,10.317,10.091
IRL,BRA,2131,107364,1284039,5.739,1.660
POL,EGY,588,58288,156265,6.161,3.763
BTN,SAU,9,727,517797,0.464,0.017
BGD,ESP,419,38564,612306,2.727,0.684
GRL,SJM,10,447,407,23.445,24.570
XKO,TZA,7,1164,25444,1.286,0.275
AGO,SSD,9,2537,1682,4.357,5.351
BGR,AND,20,5496,4256,4.135,4.699
THA,ITA,5170,349012,302492,15.912,17.091
BDI,ESP,21,289,612306,1.579,0.034
LVA,AGO,6,9833,2537,1.201,2.365
EGY,GUY,13,156265,442,1.564,29.412
CHE,XAD,5,76384,135,1.557,37.037
DJI,BEN,3,151,1200,7.048,2.500
TKM,CZE,6,188,43191,2.106,0.139
LBY,HND,2,2753,5203,0.528,0.384
MSR,URY,2,77,48468,1.035,0.041
CHN,MAR,717,150889,35288,9.826,20.319
HND,NLD,98,5203,191777,3.102,0.511
ZAF,BDI,24,180112,289,3.327,83.045
NPL,BEN,6,8375,1200,1.893,5.000
NZL,VNM,625,29647,47073,16.730,13.277
SHN,MUS,1,29,1957,4.198,0.511
ARM,ETH,7,1505,2741,3.446,2.554
GRL,REU,4,447,2224,4.012,1.799
LBN,GRL,5,6368,447,2.964,11.186
UZB,BEN,2,1596,1200,1.445,1.667
FIN,LVA,779,32500,9833,43.577,79.223
RUS,FRO,30,136230,272,4.928,110.294
MYS,BMU,22,300914,997,1.270,22.066
COG,GMB,7,1963,542,6.786,12.915
ARG,TCA,28,410228,1467,1.141,19.087
LCA,CRI,29,1263,27611,4.911,1.050
GRD,ISL,21,547,5949,11.641,3.530
GNB,AFG,4,98,1444,10.633,2.770
MDG,AUT,39,754,61352,5.734,0.636
LVA,SDN,7,9833,15075,0.575,0.464
WSM,CHL,7,228,143661,1.223,0.049
SVN,SSD,2,3390,1682,0.838,1.189
BRN,ARM,7,1425,1505,4.780,4.651
AZE,LUX,13,4083,8446,2.214,1.539
YEM,PAN,4,1355,12245,0.982,0.327
LVA,SLB,4,9833,74,4.689,54.054
NAM,NCL,3,2871,346,3.010,8.671
THA,CAF,13,349012,176,1.659,73.864
BRB,CMR,5,2089,9757,1.107,0.512
SMR,HRV,33,869,9250,11.639,3.568
SWE,ESP,7119,59123,612306,37.416,11.627
LBR,GRC,14,635,61903,2.233,0.226
UGA,EST,16,20930,7914,1.243,2.022
PRI,RWA,8,48671,2415,0.738,3.313
FJI,LVA,7,1393,9833,1.891,0.712
YEM,TWN,6,1355,61165,0.659,0.098
SHN,ISL,1,29,5949,2.408,0.168
FRA,GMB,45,487938,542,2.767,83.026
ECU,ALB,23,61055,1755,2.222,13.105
SLE,SLV,3,638,19968,0.841,0.150
GNB,PRY,3,98,39492,1.525,0.076
DEU,GGY,78,273307,1036,4.635,75.290
BLR,SDN,4,4614,15075,0.480,0.265
COM,BGR,1,104,5496,1.323,0.182
BFA,ARM,2,508,1505,2.287,1.329
GBR,TON,16,1172344,125,1.322,128.000
SLV,MDG,6,19968,754,1.546,7.958
PSE,BTN,5,3954,727,2.949,6.878
UGA,SLV,13,20930,19968,0.636,0.651
JPN,LBN,161,1087206,6368,1.935,25.283
NAM,IRL,31,2871,107364,1.766,0.289
ISL,IRL,414,5949,107364,16.381,3.856
SHN,PER,1,29,81652,0.650,0.012
KWT,UZB,11,110415,1596,0.829,6.892
IRN,XNC,21,14530,3582,2.911,5.863
CHL,FIN,289,143661,32500,4.229,8.892
CRI,EST,30,27611,7914,2.029,3.791
AND,MEX,155,4256,594386,3.082,0.261
ISL,ESP,1112,5949,612306,18.425,1.816
CUB,LUX,21,6315,8446,2.875,2.486
LVA,BEL,594,9833,96930,19.240,6.128
MLI,TUN,10,925,3690,5.413,2.710
IND,FSM,6,869366,50,0.910,120.000
ATG,LBR,1,1084,635,1.205,1.575
BHR,LUX,12,9721,8446,1.324,1.421
MNE,CAF,2,1771,176,3.582,11.364
MKD,NZL,31,1634,29647,4.454,1.046
NIC,WSM,2,3841,228,2.137,8.772
GAB,ARG,21,1522,410228,0.840,0.051
ALB,GNQ,2,1755,196,3.410,10.204
SLV,LUX,10,19968,8446,0.770,1.184
SYC,CRI,15,534,27611,3.906,0.543
TWN,ALB,19,61165,1755,1.834,10.826
STP,SAU,2,69,517797,0.335,0.004
GRL,NZL,32,447,29647,8.790,1.079
MLT,ISL,74,3352,5949,16.571,12.439
AGO,PHL,48,2537,571031,1.261,0.084
GRL,SUR,1,447,319,2.648,3.135
JPN,ARM,95,1087206,1505,2.349,63.123
CPV,HRV,28,948,9250,9.455,3.027
BES,BTN,1,414,727,1.823,1.376
TJK,SLV,5,257,19968,2.207,0.250
CAN,ZMB,149,384644,9787,2.428,15.224
SGP,COG,20,75983,1963,1.638,10.188
BLZ,VNM,41,1549,47073,4.801,0.871
BEN,IMN,1,1200,2568,0.570,0.389
KWT,PYF,5,110415,766,0.544,6.527
HND,LSO,2,5203,753,1.010,2.656
LVA,YEM,4,9833,1355,1.096,2.952
PLW,JOR,6,116,27790,3.342,0.216
TZA,ZMB,347,25444,9787,21.989,35.455
BLR,VIR,1,4614,4378,0.222,0.228
SGP,NCL,21,75983,346,4.096,60.694
JOR,CZE,309,27790,43191,8.919,7.154
ISR,SYR,62,10149,1493,15.928,41.527
GRC,SUR,11,61903,319,2.475,34.483
DOM,GEO,22,46940,4124,1.581,5.335
ESP,QAT,2165,612306,38118,14.171,56.797
CAN,MNP,9,384644,269,0.885,33.457
TZA,PAN,29,25444,12245,1.643,2.368
EGY,HTI,41,156265,2693,1.999,15.225
LSO,JOR,6,753,27790,1.312,0.216
SLV,REU,5,19968,2224,0.750,2.248
SDN,AND,5,15075,4256,0.624,1.175
GUY,VGB,6,442,698,10.802,8.596
GRC,NZL,454,61903,29647,10.598,15.314
GRD,HKG,12,547,42552,2.487,0.282
JAM,RWA,17,8567,2415,3.737,7.039
RWA,VUT,1,2415,199,1.442,5.025
PRY,ETH,10,39492,2741,0.961,3.648
TUN,VEN,33,3690,71139,2.037,0.464
KGZ,GRD,4,983,547,5.455,7.313
COG,BRN,2,1963,1425,1.196,1.404
SVK,MLI,8,3599,925,4.385,8.649
PAK,MLT,24,102573,3352,1.294,7.160
KHM,MLT,43,5940,3352,9.637,12.828
HKG,MLI,10,42552,925,1.594,10.811
MTQ,RWA,2,991,2415,1.293,0.828
MAR,BTN,19,35288,727,3.751,26.135
LVA,VIR,4,9833,4378,0.610,0.914
HKG,PHL,6164,42552,571031,39.543,10.795
MTQ,KWT,3,991,110415,0.287,0.027
GBR,MAC,356,1172344,4155,5.101,85.680
BFA,DMA,1,508,246,2.829,4.065
NLD,MOZ,73,191777,2682,3.219,27.218
BHR,GLP,2,9721,1022,0.635,1.957
AUS,AFG,59,179728,1444,3.662,40.859
ALB,KEN,20,1755,62817,1.905,0.318
PHL,BMU,49,571031,997,2.054,49.147
SMR,OMN,9,869,40057,1.525,0.225
HUN,MEX,1347,30689,594386,9.973,2.266
LUX,SWZ,2,8446,788,0.775,2.538
PAN,MLT,33,12245,3352,5.151,9.845
LSO,IRN,4,753,14530,1.209,0.275
GLP,VCT,13,1022,373,21.055,34.853
TTO,DMA,23,2571,246,28.921,93.496
AGO,BTN,3,2537,727,2.209,4.127
GBR,PRI,1556,1172344,48671,6.514,31.970
CYP,NLD,338,4285,191777,11.791,1.762
ROU,IDN,497,18903,797242,4.049,0.623
PRK,COG,3,450,1963,3.192,1.528
ITA,SHN,4,302492,29,1.351,137.931
NIC,BGD,19,3841,38564,1.561,0.493
CYP,MKD,34,4285,1634,12.849,20.808
PYF,MAC,8,766,4155,4.484,1.925
IMN,KGZ,2,2568,983,1.259,2.035
VNM,BHS,137,47073,7854,7.125,17.443
GIN,ESP,38,1066,612306,1.487,0.062
CMR,VEN,21,9757,71139,0.797,0.295
THA,GNQ,5,349012,196,0.605,25.510
VUT,MDG,3,199,754,7.745,3.979
JOR,JOR,27790,27790,27790,1000.000,1000.000
LSO,LTU,2,753,5816,0.956,0.344
FIN,GGY,9,32500,1036,1.551,8.687
OMN,ARE,8363,40057,172797,100.521,48.398
JEY,ETH,2,2019,2741,0.850,0.730
GHA,ARM,13,56052,1505,1.415,8.638
ALB,LCA,1,1755,1263,0.672,0.792
BOL,BIH,19,5771,2960,4.597,6.419
GHA,CHE,293,56052,76384,4.478,3.836
BEN,BHR,1,1200,9721,0.293,0.103
BTN,ETH,3,727,2741,2.125,1.094
THA,BMU,47,349012,997,2.520,47.141
EGY,VCT,9,156265,373,1.179,24.129
SSD,PRY,3,1682,39492,0.368,0.076
CHL,PRK,17,143661,450,2.114,37.778
ZWE,VGB,6,13401,698,1.962,8.596
GTM,PNG,6,9361,451,2.920,13.304
GBR,SDN,442,1172344,15075,3.325,29.320
GLP,TTO,17,1022,2571,10.488,6.612
ISR,BHS,132,10149,7854,14.785,16.807
JAM,UKR,39,8567,19011,3.056,2.051
TKM,HRV,5,188,9250,3.792,0.541
PAN,SAU,33,12245,517797,0.414,0.064
JPN,LBR,22,1087206,635,0.837,34.646
PRY,LSO,2,39492,753,0.367,2.656
LKA,DMA,2,7471,246,1.475,8.130
BFA,RUS,15,508,136230,1.803,0.110
MRT,LKA,3,429,7471,1.676,0.402
YEM,BIH,4,1355,2960,1.997,1.351
SLB,GLP,1,74,1022,3.636,0.978
MNG,GUF,1,2244,303,1.213,3.300
MAR,PHL,544,35288,571031,3.832,0.953
SRB,ECU,47,17319,61055,1.445,0.770
LBN,SWZ,6,6368,788,2.678,7.614
ISR,IRL,280,10149,107364,8.482,2.608
PHL,LCA,37,571031,1263,1.378,29.295
PRK,SVN,9,450,3390,7.287,2.655
ARE,AUT,3118,172797,61352,30.283,50.821
SUR,PHL,20,319,571031,1.482,0.035
LSO,FJI,1,753,1393,0.976,0.718
DEU,POL,10311,273307,58288,81.693,176.897
IND,DOM,405,869366,46940,2.005,8.628
VNM,NCL,15,47073,346,3.717,43.353
MOZ,ATG,2,2682,1084,1.173,1.845
ZMB,BHR,11,9787,9721,1.128,1.132
FRO,KOR,14,272,111488,2.542,0.126
GUF,PAN,9,303,12245,4.672,0.735
SHN,EST,2,29,7914,4.175,0.253
ITA,CHL,2727,302492,143661,13.082,18.982
KAZ,HRV,47,3178,9250,8.669,5.081
UZB,FIN,31,1596,32500,4.304,0.954
GBR,GRL,176,1172344,447,7.688,393.736
DJI,CPV,3,151,948,7.929,3.165
MYS,ITA,2916,300914,302492,9.665,9.640
DJI,FIN,5,151,32500,2.257,0.154
MYT,COM,3,123,104,26.525,28.846
VNM,SVN,92,47073,3390,7.283,27.139
NIC,UGA,5,3841,20930,0.558,0.239
GAB,ESH,3,1522,555,3.264,5.405
BGR,DNK,143,5496,38106,9.881,3.753
PYF,ZAF,51,766,180112,4.342,0.283
SSD,CYM,1,1682,1631,0.604,0.613
FIN,ESH,8,32500,555,1.884,14.414
PAN,PHL,146,12245,571031,1.746,0.256
SLB,MMR,3,74,4807,5.030,0.624
KAZ,BIH,26,3178,2960,8.477,8.784
ITA,ISR,1486,302492,10149,26.819,146.418
GTM,SLE,8,9361,638,3.274,12.539
BLR,BDI,2,4614,289,1.732,6.920
AND,GBR,718,4256,1172344,10.165,0.612
SOM,ITA,26,1345,302492,1.289,0.086
GRD,BMU,14,547,997,18.958,14.042
BFA,DNK,4,508,38106,0.909,0.105
ESH,NLD,29,555,191777,2.811,0.151
GLP,MYT,2,1022,123,5.641,16.260
MWI,HTI,7,1396,2693,3.610,2.599
GRC,HUN,1499,61903,30689,34.392,48.845
TZA,MTQ,9,25444,991,1.792,9.082
AUT,FIN,1278,61352,32500,28.620,39.323
MNP,GRC,2,269,61903,0.490,0.032
GLP,ROU,10,1022,18903,2.275,0.529
VIR,RUS,27,4378,136230,1.106,0.198
ESH,MKD,1,555,1634,1.050,0.612
FJI,ESH,1,1393,555,1.137,1.802
ISR,JPN,581,10149,1087206,5.531,0.534
CIV,ARE,82,2962,172797,3.625,0.475
LBY,GTM,6,2753,9361,1.182,0.641
LBY,POL,15,2753,58288,1.184,0.257
ZAF,ATG,42,180112,1084,3.006,38.745
FJI,VGB,5,1393,698,5.071,7.163
PRK,JPN,128,450,1087206,5.787,0.118
XKO,OMN,3,1164,40057,0.439,0.075
COD,MKD,8,4194,1634,3.056,4.896
POL,SDN,49,58288,15075,1.653,3.250
XKO,MTQ,2,1164,991,1.862,2.018
JEY,LKA,8,2019,7471,2.060,1.071
FIN,ISL,272,32500,5949,19.562,45.722
IDN,XNC,40,797242,3582,0.749,11.167
MUS,BES,3,1957,414,3.333,7.246
TUR,TTO,51,717647,2571,1.187,19.837
QAT,WSM,4,38118,228,1.357,17.544
TJK,SGP,10,257,75983,2.263,0.132
ROU,TUV,1,18903,11,2.193,90.909
BRA,UKR,475,1284039,19011,3.040,24.986
SHN,CHN,1,29,150889,0.478,0.007
BEL,SWE,3083,96930,59123,40.725,52.146
THA,SLV,96,349012,19968,1.150,4.808
PHL,PER,618,571031,81652,2.862,7.569
LSO,TWN,1,753,61165,0.147,0.016
LBY,GNQ,2,2753,196,2.723,10.204
SHN,FRA,6,29,487938,1.595,0.012
AGO,MLT,2,2537,3352,0.686,0.597
QAT,COL,216,38118,236920,2.273,0.912
LBY,CIV,5,2753,2962,1.751,1.688
THA,UZB,107,349012,1596,4.534,67.043
BRN,USA,144,1425,4704692,1.759,0.031
UKR,TGO,7,19011,908,1.685,7.709
IRL,UKR,230,107364,19011,5.091,12.098
MEX,UKR,441,594386,19011,4.149,23.197
CPV,ZMB,6,948,9787,1.970,0.613
ROU,NLD,1554,18903,191777,25.810,8.103
HTI,ZAF,48,2693,180112,2.179,0.267
KHM,SSD,9,5940,1682,2.847,5.351
JEY,BTN,1,2019,727,0.825,1.376
BLR,PRT,145,4614,114156,6.318,1.270
GUY,CHN,15,442,150889,1.837,0.099
MYT,MDG,5,123,754,16.418,6.631
BEN,COG,20,1200,1963,13.031,10.188
ESH,NPL,6,555,8375,2.783,0.716
ESP,IRL,12987,612306,107364,50.652,120.962
GUY,KEN,12,442,62817,2.277,0.191
BLZ,LTU,5,1549,5816,1.666,0.860
VEN,BFA,10,71139,508,1.663,19.685
NAM,XNC,4,2871,3582,1.247,1.117
GHA,RWA,92,56052,2415,7.907,38.095
MSR,BRA,3,77,1284039,0.302,0.002
ISR,BHR,36,10149,9721,3.624,3.703
ROU,MYT,1,18903,123,0.656,8.130
CMR,PAK,38,9757,102573,1.201,0.370
PNG,LBY,1,451,2753,0.897,0.363
UGA,SGP,103,20930,75983,2.583,1.356
BHR,GIN,3,9721,1066,0.932,2.814
IRQ,VEN,31,8149,71139,1.288,0.436
DJI,KWT,4,151,110415,0.980,0.036
KEN,PSE,57,62817,3954,3.617,14.416
ESP,NCL,30,612306,346,2.061,86.705
CYM,BGR,7,1631,5496,2.338,1.274
BHR,DEU,383,9721,273307,7.430,1.401
GUY,JAM,43,442,8567,22.097,5.019
ATG,KWT,7,1084,110415,0.640,0.063
KHM,GUY,4,5940,442,2.469,9.050
GRL,ASM,1,447,106,4.594,9.434
NPL,KWT,45,8375,110415,1.480,0.408
SLE,SGP,15,638,75983,2.154,0.197
TON,TON,125,125,125,1000.000,1000.000
KGZ,CIV,2,983,2962,1.172,0.675
SVN,ETH,10,3390,2741,3.281,3.648
TUR,PLW,9,717647,116,0.986,77.586
CYP,GUY,2,4285,442,1.453,4.525
GRL,PNG,3,447,451,6.682,6.652
VNM,TGO,15,47073,908,2.294,16.520
COD,MNG,11,4194,2244,3.586,4.902
BES,SEN,1,414,3434,0.839,0.291
SOM,CUB,4,1345,6315,1.372,0.633
HKG,ETH,66,42552,2741,6.111,24.079
UKR,JPN,449,19011,1087206,3.123,0.413
CAF,GBR,32,176,1172344,2.228,0.027
GAB,LCA,2,1522,1263,1.443,1.584
HRV,STP,4,9250,69,5.007,57.971
SVK,ETH,15,3599,2741,4.776,5.472
NPL,BES,4,8375,414,2.148,9.662
MYT,COL,4,123,236920,0.741,0.017
UZB,THA,107,1596,349012,4.534,0.307
JPN,DNK,1548,1087206,38106,7.605,40.624
DJI,BES,1,151,414,4.000,2.415
ESP,BHS,629,612306,7854,9.070,80.087
SYR,TZA,18,1493,25444,2.920,0.707
KWT,GGY,3,110415,1036,0.280,2.896
CHN,IND,3406,150889,869366,9.404,3.918
ISL,DZA,19,5949,21587,1.677,0.880
LTU,ZAF,87,5816,180112,2.688,0.483
ZWE,GTM,18,13401,9361,1.607,1.923
MEX,MYS,1381,594386,300914,3.265,4.589
TJK,SVK,4,257,3599,4.159,1.111
NGA,UKR,168,218728,19011,2.605,8.837
FRA,NCL,74,487938,346,5.695,213.873
VIR,ARM,1,4378,1505,0.390,0.664
TON,YEM,1,125,1355,2.430,0.738
YEM,CRI,6,1355,27611,0.981,0.217
SVK,SEN,11,3599,3434,3.129,3.203
RWA,GRC,29,2415,61903,2.372,0.468
JAM,CPV,15,8567,948,5.263,15.823
SMR,BIH,12,869,2960,7.482,4.054
BTN,MLI,3,727,925,3.658,3.243
ZWE,BMU,9,13401,997,2.462,9.027
SJM,ATG,1,407,1084,1.506,0.923
CHL,THA,703,143661,349012,3.140,2.014
REU,CHN,43,2224,150889,2.347,0.285
MRT,SAU,18,429,517797,1.208,0.035
ZWE,GNQ,1,13401,196,0.617,5.102
CIV,BLR,4,2962,4614,1.082,0.867
CAN,NRU,3,384644,12,1.396,250.000
VUT,ASM,3,199,106,20.656,28.302
HTI,SLB,2,2693,74,4.480,27.027
MOZ,EGY,60,2682,156265,2.931,0.384
DOM,CYM,59,46940,1631,6.743,36.174
FJI,ZWE,14,1393,13401,3.240,1.045
DEU,ISL,923,273307,5949,22.890,155.152
MMR,COD,42,4807,4194,9.354,10.014
GAB,FRA,172,1522,487938,6.312,0.353
PNG,FRA,34,451,487938,2.292,0.070
MAC,MNG,17,4155,2244,5.567,7.576
PRI,BRA,962,48671,1284039,3.848,0.749
BTN,KHM,23,727,5940,11.068,3.872
SOM,CIV,2,1345,2962,1.002,0.675
HKG,TUV,1,42552,11,1.462,90.909
LBR,FJI,3,635,1393,3.190,2.154
PLW,COD,2,116,4194,2.867,0.477
USA,GNQ,32,4704692,196,1.054,163.265
EGY,LSO,17,156265,753,1.567,22.576
TON,VIR,1,125,4378,1.352,0.228
SLV,AZE,7,19968,4083,0.775,1.714
JEY,TTO,1,2019,2571,0.439,0.389
PAN,LKA,35,12245,7471,3.659,4.685
GUY,LCA,11,442,1263,14.722,8.709
CHL,RWA,21,143661,2415,1.127,8.696
XNC,GRC,174,3582,61903,11.685,2.811
COG,COG,1963,1963,1963,1000.000,1000.000
LVA,KNA,2,9833,641,0.797,3.120
AUT,BEN,10,61352,1200,1.165,8.333
CAN,LIE,42,384644,748,2.476,56.150
COM,AFG,5,104,1444,12.902,3.463
LCA,ZMB,5,1263,9787,1.422,0.511
PYF,GBR,145,766,1172344,4.839,0.124
USA,GTM,2089,4704692,9361,9.954,223.160
ATG,URY,7,1084,48468,0.966,0.144
VCT,FRO,2,373,272,6.279,7.353
LUX,MWI,1,8446,1396,0.291,0.716
TLS,WSM,1,218,228,4.485,4.386
REU,POL,20,2224,58288,1.757,0.343
MNE,PER,38,1771,81652,3.160,0.465
VCT,GLP,13,373,1022,21.055,12.720
REU,LVA,5,2224,9833,1.069,0.508
ISL,BHR,20,5949,9721,2.630,2.057
GHA,UKR,55,56052,19011,1.685,2.893
SLV,TJK,5,19968,257,2.207,19.455
PNG,CIV,3,451,2962,2.596,1.013
MLT,LCA,7,3352,1263,3.402,5.542
TUN,ECU,25,3690,61055,1.666,0.409
SWE,BGR,180,59123,5496,9.986,32.751
ERI,OMN,6,65,40057,3.718,0.150
VUT,NOR,13,199,31294,5.209,0.415
TGO,ZWE,13,908,13401,3.727,0.970
KAZ,COG,1,3178,1963,0.400,0.509
COL,HND,288,236920,5203,8.203,55.353
GGY,BHS,4,1036,7854,1.402,0.509
ZAF,UKR,219,180112,19011,3.743,11.520
BEL,GRL,34,96930,447,5.165,76.063
TGO,UZB,1,908,1596,0.831,0.627
JEY,GIN,2,2019,1066,1.363,1.876
JAM,TCD,6,8567,308,3.694,19.481
TLS,MLT,1,218,3352,1.170,0.298
NPL,SWZ,5,8375,788,1.946,6.345
TCD,HND,2,308,5203,1.580,0.384
KHM,COM,2,5940,104,2.545,19.231
EGY,SLE,21,156265,638,2.103,32.915
LIE,NGA,5,748,218728,0.391,0.023
LCA,BHS,86,1263,7854,27.306,10.950
COL,ISL,173,236920,5949,4.608,29.081
PAK,MMR,85,102573,4807,3.828,17.683
SGP,LIE,30,75983,748,3.979,40.107
BRN,GRL,3,1425,447,3.759,6.711
NPL,MEX,302,8375,594386,4.280,0.508
USA,BLR,519,4704692,4614,3.523,112.484
YEM,JPN,15,1355,1087206,0.391,0.014
GBR,RUS,6201,1172344,136230,15.517,45.519
SDN,STP,3,15075,69,2.941,43.478
ZAF,URY,159,180112,48468,1.702,3.281
SWE,FJI,23,59123,1393,2.534,16.511
DJI,MEX,8,151,594386,0.844,0.013
BRA,ATG,52,1284039,1084,1.394,47.970
BWA,BMU,3,2692,997,1.831,3.009
FRO,SMR,1,272,869,2.057,1.151
SYC,IND,82,534,869366,3.806,0.094
KWT,CMR,21,110415,9757,0.640,2.152
KHM,JEY,5,5940,2019,1.444,2.476
ATG,NIC,6,1084,3841,2.940,1.562
COM,GRC,4,104,61903,1.576,0.065
SOM,KOR,6,1345,111488,0.490,0.054
KAZ,BHS,20,3178,7854,4.003,2.546
GHA,SWZ,11,56052,788,1.655,13.959
AUT,SYC,41,61352,534,7.163,76.779
ZWE,BLR,5,13401,4614,0.636,1.084
GNB,LTU,2,98,5816,2.649,0.344
CIV,GNQ,7,2962,196,9.187,35.714
FRA,PAN,669,487938,12245,8.655,54.635
LBN,CHE,228,6368,76384,10.338,2.985
NOR,RWA,30,31294,2415,3.451,12.422
CAN,BHR,132,384644,9721,2.159,13.579
JPN,BEL,2941,1087206,96930,9.060,30.341
COL,ESH,8,236920,555,0.698,14.414
ARG,MMR,134,410228,4807,3.018,27.876
CZE,IRN,82,43191,14530,3.273,5.643
JAM,KNA,47,8567,641,20.056,73.323
PRK,HRV,12,450,9250,5.882,1.297
PRI,GBR,1556,48671,1172344,6.514,1.327
BFA,TUN,13,508,3690,9.495,3.523
LCA,IRL,38,1263,107364,3.263,0.354
CIV,BMU,3,2962,997,1.746,3.009
GUF,MAR,5,303,35288,1.529,0.142
LCA,SVN,7,1263,3390,3.383,2.065
GTM,MLT,19,9361,3352,3.392,5.668
CAN,ERI,13,384644,65,2.600,200.000
CZE,LTU,444,43191,5816,28.014,76.341
LUX,FIN,201,8446,32500,12.132,6.185
GRL,PLW,1,447,116,4.392,8.621
BOL,IRQ,18,5771,8149,2.625,2.209
VIR,BRB,105,4378,2089,34.720,50.263
BEN,TWN,8,1200,61165,0.934,0.131
DMA,FRO,2,246,272,7.732,7.353
PRI,BDI,3,48671,289,0.800,10.381
BWA,LCA,4,2692,1263,2.169,3.167
SHN,ECU,1,29,61055,0.752,0.016
SYR,IND,90,1493,869366,2.498,0.104
SRB,ZWE,25,17319,13401,1.641,1.866
CPV,IRL,32,948,107364,3.172,0.298
UKR,KGZ,59,19011,983,13.648,60.020
GRL,IDN,59,447,797242,3.125,0.074
CPV,PRY,4,948,39492,0.654,0.101
PYF,XKO,4,766,1164,4.236,3.436
BHR,MLI,4,9721,925,1.334,4.324
RWA,CYP,6,2415,4285,1.865,1.400
SWE,IRN,123,59123,14530,4.197,8.465
SWZ,GGY,2,788,1036,2.214,1.931
NOR,UKR,269,31294,19011,11.029,14.150
MNG,ROU,24,2244,18903,3.685,1.270
SMR,GEO,11,869,4124,5.811,2.667
SEN,COD,48,3434,4194,12.648,11.445
CYP,ASM,1,4285,106,1.484,9.434
VEN,VCT,5,71139,373,0.971,13.405
GNQ,PRT,6,196,114156,1.268,0.053
OMN,PER,59,40057,81652,1.032,0.723
SVK,FRO,5,3599,272,5.054,18.382
ETH,TZA,190,2741,25444,22.751,7.467
BGR,BRB,15,5496,2089,4.427,7.180
ASM,HND,1,106,5203,1.347,0.192
UKR,FJI,18,19011,1393,3.498,12.922
PRT,LVA,472,114156,9833,14.088,48.002
XKO,MAR,21,1164,35288,3.277,0.595
ZMB,ZMB,9787,9787,9787,1000.000,1000.000
CHL,MEX,4565,143661,594386,15.622,7.680
SMR,IND,39,869,869366,1.419,0.045
NLD,MYS,2452,191777,300914,10.207,8.149
CPV,COG,10,948,1963,7.331,5.094
CIV,LCA,5,2962,1263,2.585,3.959
PSE,BGD,42,3954,38564,3.401,1.089
AFG,NGA,29,1444,218728,1.632,0.133
VIR,PRT,62,4378,114156,2.773,0.543
TZA,DZA,58,25444,21587,2.475,2.687
MKD,GUY,2,1634,442,2.353,4.525
